Flight_No.,Booking_Code,Departure_Timestamp,Arrival_Timestamp,Passenger_Name,Seat_No.,Class,Fare,Extras,Loyalty_Points,Status,Gate,Terminal,Baggage_Claim,Duration_Hours,Layovers,Layover_Locations,Aircraft_Type,Pilot,Cabin_Crew,Inflight_Entertainment,Meal_Option,Wifi_Available,Window_Seat,Aisle_Seat,Emergency_Exit_Row,Number_of_Stops,Reward_Program_Member,Airline_Name
9623,BSOB,2023-02-23 21:17:47,2023-07-12 15:31:51,Name_SFIPS,SeatWOY,First,893.82,Meal,0,Pending,GateAO,C,ClaimBJB,3330.2,2,LOCIXK,TypeNIC,Pilot_DMTN,Crew_GIKP,False,Non-Vegetarian,Not Available,False,True,False,2,False,Hawaiian Airlines
7534,BSQK,2023-06-21 01:26:24,2023-12-01 12:37:24,Name_ZZOBN,SeatFRG,First,644.56,Meal,0,Confirmed,GateBU,C,ClaimHIG,3923.2,0,LOCWVQ,TypeXBO,Pilot_VRRJ,Crew_XOID,True,Non-Vegetarian,Not Available,False,True,True,0,False,Alaska Airlines
6385,BRXN,2023-04-16 10:17:44,2023-07-14 21:24:19,Name_REFTF,SeatHEH,Business,861.56,No Extras,2715,Cancelled,GateFS,A,ClaimKCV,2147.1,1,LOCYVD,TypeWCE,Pilot_VMKI,Crew_GIEH,False,Vegetarian,Available,True,False,True,1,True,American Airline
5494,BSIK,2023-08-01 08:20:07,2023-08-07 14:51:29,Name_TLEGV,SeatFSV,Business,417.27,Meal,0,Cancelled,GateTZ,D,ClaimVGZ,150.5,0,LOCSNB,TypeDBL,Pilot_VNRO,Crew_JWKB,False,Vegetarian,Not Available,True,False,False,0,False,JetBlue Airways
2279,BKDR,2023-05-02 04:16:06,2023-09-24 15:44:15,Name_BIZEI,SeatKLQ,Economy,608.31,Extra Baggage,2021,Pending,GateKS,C,ClaimMBZ,3491.5,0,LOCBEG,TypePRA,Pilot_LNIX,Crew_KVCY,False,Vegan,Available,True,False,False,0,True,United Airlines
7538,BLWI,2023-02-12 16:44:05,2023-08-30 11:48:14,Name_USGLH,SeatXKL,Business,668.17,Meal,0,Confirmed,GateAQ,D,ClaimZYE,4771.1,0,LOCHYM,TypeELF,Pilot_DJJG,Crew_HPUR,False,Vegetarian,Not Available,True,False,False,0,False,Southwest Airlines
3221,BEAY,2023-01-12 11:47:27,2023-03-01 17:45:35,Name_LEPIC,SeatYGH,Economy,918.58,No Extras,0,Confirmed,GateXF,B,ClaimYLW,1158.0,2,LOCAAG,TypeXDZ,Pilot_FKNN,Crew_CRSV,True,No Meal,Not Available,True,False,False,2,True,American Airline
6164,BIGA,2023-02-18 02:32:39,2023-04-08 11:23:24,Name_HKRJA,SeatYHZ,Business,816.54,Meal,0,Pending,GateIX,D,ClaimGXZ,1184.8,2,LOCQKN,TypeDSI,Pilot_PNIR,Crew_ALQI,False,Non-Vegetarian,Not Available,False,True,False,2,False,Lufthansa
1854,BTQC,2023-01-26 00:50:12,2023-04-13 14:12:11,Name_OWJLU,SeatDUR,Business,188.92,Extra Baggage,0,Confirmed,GateDW,C,ClaimLSJ,1861.4,1,LOCBWZ,TypeNQF,Pilot_AQLA,Crew_FUZO,False,Vegetarian,Not Available,True,False,False,1,False,Hawaiian Airlines
4212,BWAX,2023-12-06 05:12:16,2023-12-09 08:37:08,Name_WSCAC,SeatQXP,Economy,688.72,No Extras,0,Pending,GateRQ,C,ClaimFHO,75.4,2,LOCVYE,TypeQSC,Pilot_ADQF,Crew_MOIK,True,Non-Vegetarian,Not Available,False,True,False,2,False,Southwest Airlines
3586,BMZT,2023-01-16 19:25:45,2023-12-05 02:54:26,Name_ADZUJ,SeatWOH,Economy,99.52,Extra Baggage,0,Cancelled,GateWI,B,ClaimOOW,7735.5,1,LOCSFA,TypePVV,Pilot_GVFJ,Crew_DRJO,True,Vegetarian,Available,True,False,False,1,False,Emirates
5840,BTLQ,2023-08-22 05:47:08,2023-10-02 06:23:25,Name_OINQX,SeatMZY,Business,993.83,No Extras,0,Confirmed,GateLE,B,ClaimVUG,984.6,1,LOCNGI,TypeUUS,Pilot_NJQM,Crew_WTVF,False,Vegetarian,Not Available,True,False,True,1,False,Lufthansa
3768,BUHX,2023-06-04 14:30:53,2023-10-30 09:53:31,Name_TTALX,SeatHEG,Economy,438.55,Meal,0,Cancelled,GateMD,A,ClaimFUQ,3547.4,2,LOCXIA,TypeKPH,Pilot_QOSC,Crew_ZQHO,True,Non-Vegetarian,Available,True,False,False,2,False,Southwest Airlines
8228,BWWX,2023-07-16 19:09:29,2023-08-29 13:53:54,Name_USEWP,SeatENA,First,684.86,Extra Baggage,0,Pending,GateGQ,D,ClaimSKP,1050.7,1,LOCCSE,TypeCSG,Pilot_BNPZ,Crew_WZJI,False,Vegan,Not Available,True,False,True,1,True,Allegiant Air
4340,BXOQ,2023-02-21 08:55:54,2023-11-10 08:09:57,Name_ININN,SeatCQL,Business,228.3,Meal,4398,Pending,GateVF,D,ClaimVKB,6287.2,1,LOCVFI,TypeEZL,Pilot_ZIWZ,Crew_TPGG,True,Vegan,Available,False,True,True,1,True,United Airlines
6259,BBJX,2023-11-29 08:59:09,2023-12-15 23:19:49,Name_GILIN,SeatYTM,First,792.75,Meal,0,Cancelled,GateFE,C,ClaimZAJ,398.3,1,LOCQAW,TypeVRQ,Pilot_WCDA,Crew_MXPQ,True,Non-Vegetarian,Available,True,False,False,1,False,Spirit Airlines
7740,BAYY,2023-08-04 21:25:56,2023-09-22 03:31:12,Name_SUBJO,SeatAZQ,Economy,710.38,Meal,0,Cancelled,GateIB,D,ClaimDKG,1158.1,0,LOCPOU,TypeSDX,Pilot_XYAJ,Crew_ITAA,True,Vegan,Available,True,False,False,0,True,Allegiant Air
1275,BMLO,2023-02-08 19:37:56,2023-12-11 15:22:46,Name_POEWE,SeatQWI,First,382.66,Meal,0,Confirmed,GateXX,A,ClaimBTT,7339.7,0,LOCLAN,TypeXMU,Pilot_ROJJ,Crew_AGWG,True,Vegetarian,Not Available,False,True,False,0,True,British Airways
8198,BJBV,2023-03-12 09:37:53,2023-10-08 03:53:19,Name_XZBVJ,SeatEFS,Business,391.97,No Extras,0,Cancelled,GateBF,B,ClaimAPB,5034.3,1,LOCQEY,TypeXCK,Pilot_ETWH,Crew_QYAJ,True,No Meal,Available,True,False,True,1,False,Southwest Airlines
4863,BOTJ,2023-01-21 22:28:28,2023-12-04 22:01:54,Name_VDAVY,SeatAJU,First,697.09,No Extras,0,Confirmed,GateJJ,A,ClaimYZL,7607.6,2,LOCDCP,TypeCIV,Pilot_JEDH,Crew_EZMC,False,Vegetarian,Not Available,True,False,True,2,False,Emirates
1714,BWBM,2023-04-04 04:05:41,2023-08-26 04:57:43,Name_LAVTI,SeatXCN,Economy,399.79,Meal,0,Pending,GateFQ,B,ClaimYAZ,3456.9,1,LOCEBM,TypeZVR,Pilot_AECG,Crew_LJKK,True,Vegetarian,Not Available,True,False,False,1,False,SkyWest Airlines
7054,BJQP,2023-09-30 05:06:22,2023-11-23 04:11:48,Name_IPWAS,SeatVLU,Economy,952.23,Extra Baggage,0,Cancelled,GateYS,D,ClaimIJJ,1295.1,1,LOCEJU,TypeXSJ,Pilot_JMJQ,Crew_QLZJ,False,Vegetarian,Not Available,False,True,True,1,True,Southwest Airlines
1809,BOYL,2023-04-23 04:15:50,2023-10-21 23:07:32,Name_AEWUS,SeatSPM,Economy,358.5,Extra Baggage,0,Confirmed,GateDT,C,ClaimVPR,4362.9,0,LOCHWC,TypeBDD,Pilot_MCOJ,Crew_WZIL,False,Vegetarian,Not Available,True,False,True,0,False,Lufthansa
4726,BILY,2023-02-15 07:38:31,2023-03-10 05:29:10,Name_UISNZ,SeatMOS,First,303.6,Extra Baggage,0,Pending,GatePS,A,ClaimAIZ,549.8,2,LOCRKW,TypeYJN,Pilot_FHHC,Crew_YTQP,False,Vegan,Available,True,False,False,2,True,Emirates
4978,BULS,2023-04-28 11:56:12,2023-11-02 20:55:00,Name_VRDWY,SeatYNS,First,772.81,Extra Baggage,0,Confirmed,GateQU,C,ClaimMPY,4521.0,0,LOCKMG,TypeOKB,Pilot_IMMW,Crew_WAWD,False,Vegetarian,Not Available,True,False,True,0,False,Frontier Airlines
1036,BVZQ,2023-04-20 10:24:14,2023-11-22 22:11:42,Name_DPZMC,SeatITF,First,149.06,No Extras,0,Pending,GateOW,B,ClaimINY,5195.8,0,LOCUDF,TypeEOB,Pilot_VYSU,Crew_WMMH,True,Non-Vegetarian,Available,False,True,True,0,False,Allegiant Air
9114,BPJX,2023-06-11 02:00:29,2023-12-26 19:06:06,Name_WRDES,SeatMYB,First,584.72,No Extras,0,Confirmed,GateGT,A,ClaimFBK,4769.1,0,LOCGJJ,TypeKCD,Pilot_CRIP,Crew_IHAD,False,Vegan,Available,False,True,True,0,True,JetBlue Airways
9646,BJTB,2023-04-17 06:51:58,2023-09-02 19:41:16,Name_NURXP,SeatGQL,Business,642.27,Meal,0,Pending,GateXY,A,ClaimRAT,3324.8,2,LOCUHO,TypeKJF,Pilot_TFAA,Crew_XDZJ,True,Vegetarian,Available,True,False,False,2,True,Spirit Airlines
4308,BTAP,2023-04-26 09:36:57,2023-05-07 11:11:34,Name_EHSRY,SeatGUJ,Business,342.59,Extra Baggage,0,Cancelled,GateFE,D,ClaimTDR,265.6,1,LOCKSO,TypeZXY,Pilot_LBDP,Crew_NPUS,False,Non-Vegetarian,Available,False,True,True,1,True,Air Canada
3655,BJOZ,2023-02-20 01:07:00,2023-06-24 19:09:50,Name_ENXJE,SeatVYC,Economy,953.47,Meal,0,Confirmed,GateBC,D,ClaimVTD,2994.0,2,LOCZEE,TypeEAW,Pilot_VDPB,Crew_WCST,True,Vegan,Not Available,True,False,False,2,False,United Airlines
1981,BXOF,2023-07-23 11:23:24,2023-10-17 01:03:36,Name_MVLRK,SeatGOD,First,445.26,No Extras,0,Cancelled,GateVD,A,ClaimOEH,2053.7,2,LOCFLW,TypeWXX,Pilot_DCMA,Crew_XATV,False,Vegan,Not Available,True,False,False,2,True,Southwest Airlines
7447,BQMA,2023-10-13 01:33:57,2023-12-23 04:40:34,Name_ABBMI,SeatQMV,Business,316.08,Extra Baggage,0,Pending,GateNQ,A,ClaimRZZ,1707.1,2,LOCOGP,TypeDRN,Pilot_SUZW,Crew_EYUL,False,Non-Vegetarian,Available,False,True,True,2,True,Allegiant Air
1151,BRWB,2023-06-02 09:28:48,2023-10-30 00:20:59,Name_WPUPI,SeatTAU,Economy,700.15,Extra Baggage,3432,Cancelled,GateMH,B,ClaimRJK,3590.9,0,LOCRMR,TypeSQR,Pilot_KVEY,Crew_WYCN,True,No Meal,Available,True,False,True,0,True,Southwest Airlines
9791,BCKY,2023-07-22 01:39:34,2023-11-12 20:45:31,Name_XZGUH,SeatLMA,Economy,735.17,Extra Baggage,0,Confirmed,GateBO,D,ClaimWCG,2731.1,0,LOCAIT,TypeJRF,Pilot_XXAM,Crew_WQBH,True,Non-Vegetarian,Not Available,True,False,False,0,False,Air France
6648,BAYF,2023-02-08 01:19:37,2023-08-11 13:48:35,Name_JUMKU,SeatAKU,Economy,455.58,No Extras,2058,Confirmed,GateLE,B,ClaimRTN,4428.5,1,LOCRHL,TypeOTD,Pilot_LRFT,Crew_YBKE,False,Non-Vegetarian,Not Available,True,False,True,1,True,Allegiant Air
2511,BPOI,2023-03-23 11:12:23,2023-07-11 10:51:09,Name_NERPY,SeatTJV,Economy,222.27,Meal,0,Cancelled,GateMO,C,ClaimSLV,2639.6,0,LOCXVB,TypeAZP,Pilot_JQYU,Crew_ZKFQ,False,Vegetarian,Not Available,False,True,True,0,True,KLM Royal Dutch Airlines
3258,BLJX,2023-04-22 06:15:40,2023-10-12 07:45:27,Name_ZFLMB,SeatPCT,First,650.23,No Extras,0,Confirmed,GateYN,A,ClaimKHD,4153.5,0,LOCGQW,TypeVTQ,Pilot_DVDN,Crew_UJBL,True,Vegetarian,Available,False,True,False,0,True,Air France
1231,BGJG,2023-04-06 03:44:57,2023-07-24 05:06:20,Name_QTTUD,SeatMSR,Business,286.29,Extra Baggage,0,Confirmed,GateZN,D,ClaimKUC,2617.4,1,LOCURQ,TypeQXP,Pilot_VKWM,Crew_EXNL,True,Vegan,Available,True,False,False,1,True,Singapore Airlines
3742,BFMK,2023-04-17 07:50:50,2023-07-16 13:51:25,Name_ARLFK,SeatTRM,First,261.42,Meal,0,Pending,GateKW,C,ClaimVHJ,2166.0,1,LOCNTF,TypeHUB,Pilot_HRIW,Crew_SICX,False,Vegetarian,Not Available,True,False,False,1,False,Singapore Airlines
8841,BXYH,2023-08-10 07:02:08,2023-11-10 12:20:48,Name_ZIHWW,SeatNZA,First,599.0,Meal,0,Confirmed,GateYS,B,ClaimYPJ,2213.3,1,LOCXKC,TypeYYK,Pilot_UGQB,Crew_ATUS,False,Vegetarian,Available,True,False,False,1,True,Emirates
5462,BYEC,2023-02-07 16:56:37,2023-04-11 16:35:00,Name_QEDEO,SeatPUV,First,986.72,Extra Baggage,1112,Pending,GateGX,A,ClaimMVX,1511.6,0,LOCMCC,TypeRUV,Pilot_SXYX,Crew_ZKCQ,True,No Meal,Not Available,False,True,False,0,True,Air Canada
8749,BDDY,2023-03-16 15:05:26,2023-06-15 03:07:04,Name_FVZEM,SeatOUK,First,708.03,Meal,231,Cancelled,GateUN,A,ClaimEVP,2172.0,0,LOCLHR,TypeLEB,Pilot_HQYS,Crew_IWAQ,True,Vegetarian,Not Available,True,False,False,0,True,KLM Royal Dutch Airlines
1571,BIAO,2023-02-01 23:10:14,2023-05-19 23:34:54,Name_SCHNO,SeatJOT,Business,819.71,No Extras,2169,Cancelled,GateHA,D,ClaimQMH,2568.4,0,LOCIFF,TypeIZG,Pilot_VEXZ,Crew_KGAK,False,Non-Vegetarian,Available,True,False,False,0,True,American Airline
2202,BMER,2023-01-24 01:06:26,2023-12-19 03:25:04,Name_HHMWE,SeatFAR,Economy,727.41,Meal,0,Cancelled,GateBX,A,ClaimFOE,7898.3,1,LOCDWR,TypeLWJ,Pilot_WALO,Crew_LZOP,False,Vegetarian,Available,True,False,False,1,True,KLM Royal Dutch Airlines
7609,BEKU,2023-05-15 12:07:55,2023-11-14 17:06:28,Name_MLVVK,SeatGFN,Economy,403.86,No Extras,0,Confirmed,GateQP,B,ClaimUFZ,4397.0,2,LOCUMI,TypeZWY,Pilot_YCTV,Crew_UWUV,False,No Meal,Available,False,True,True,2,False,Delta Air Lines
1170,BCDG,2023-08-11 00:26:18,2023-08-26 18:42:01,Name_OOYUK,SeatMBJ,Economy,911.48,Extra Baggage,0,Pending,GateKQ,C,ClaimTCB,378.3,2,LOCANV,TypeVNI,Pilot_ITJJ,Crew_LITA,True,Vegan,Not Available,False,True,True,2,False,Air France
6151,BZDC,2023-01-27 13:59:47,2023-09-13 04:31:08,Name_WIYQW,SeatLUF,Economy,818.22,Meal,0,Pending,GateMC,D,ClaimROC,5486.5,1,LOCGFN,TypeVHB,Pilot_BORF,Crew_APVR,False,Vegetarian,Available,False,True,False,1,False,Spirit Airlines
7406,BJTK,2023-04-25 07:18:35,2023-12-29 22:19:41,Name_YTCAN,SeatWHU,Economy,706.41,Meal,0,Confirmed,GateON,A,ClaimMRO,5967.0,0,LOCSYM,TypeNXC,Pilot_ULBG,Crew_ZEDR,True,Non-Vegetarian,Not Available,False,True,True,0,True,American Airline
1188,BRAU,2023-06-30 21:49:00,2023-11-21 05:16:57,Name_GXYSS,SeatRAV,Business,564.28,Meal,0,Cancelled,GateCU,A,ClaimKEB,3439.5,2,LOCQKN,TypeQDS,Pilot_QCED,Crew_CNUN,True,Vegan,Not Available,False,True,False,2,False,JetBlue Airways
5678,BIYQ,2023-02-02 18:04:44,2023-03-21 06:29:37,Name_AUHWW,SeatFJG,Business,393.67,Extra Baggage,0,Cancelled,GateLX,C,ClaimOOF,1116.4,1,LOCJZW,TypeNBL,Pilot_OAIH,Crew_PVME,True,Vegan,Not Available,True,False,True,1,False,Allegiant Air
8145,BLAX,2023-09-01 07:39:01,2023-12-05 11:04:08,Name_TQGCP,SeatQGT,Business,477.11,Extra Baggage,0,Confirmed,GateKC,D,ClaimEUT,2283.4,1,LOCQWK,TypePHL,Pilot_LPKA,Crew_TIXG,True,Non-Vegetarian,Available,False,True,False,1,True,Southwest Airlines
6927,BWGN,2023-06-06 04:59:03,2023-11-17 14:14:04,Name_EICLR,SeatBJO,Economy,344.97,Extra Baggage,0,Pending,GateCG,C,ClaimNYZ,3945.3,2,LOCUTP,TypeBDS,Pilot_ILSF,Crew_EUPJ,False,Vegetarian,Available,True,False,False,2,False,Lufthansa
1599,BILU,2023-03-09 11:16:22,2023-11-04 11:55:46,Name_LZHBV,SeatIHJ,Business,924.13,No Extras,0,Confirmed,GateJL,B,ClaimSXJ,5760.7,1,LOCYUM,TypeKKR,Pilot_EFOH,Crew_FBZT,False,Vegan,Not Available,True,False,False,1,False,British Airways
6301,BHGN,2023-01-02 03:53:53,2023-06-12 02:11:28,Name_FOBUK,SeatLCA,First,362.22,Meal,0,Pending,GateIA,C,ClaimLWD,3862.3,2,LOCMUS,TypeYWP,Pilot_IVVH,Crew_YVKQ,True,Non-Vegetarian,Not Available,True,False,True,2,False,American Airline
4576,BBBT,2023-10-28 16:20:54,2023-12-04 11:52:45,Name_AMKOL,SeatUHR,Business,940.69,No Extras,0,Confirmed,GateBZ,C,ClaimQDS,883.5,2,LOCDFJ,TypeWST,Pilot_XARF,Crew_IDRR,True,Vegetarian,Available,False,True,False,2,False,KLM Royal Dutch Airlines
6193,BQJU,2023-06-02 03:12:35,2023-12-04 19:28:31,Name_WRLYQ,SeatLXI,Economy,470.97,Meal,0,Cancelled,GateOG,A,ClaimBPI,4456.3,2,LOCUOH,TypeKSZ,Pilot_HXHK,Crew_FCAC,True,Non-Vegetarian,Not Available,False,True,True,2,False,Hawaiian Airlines
2870,BEAE,2023-03-10 01:04:16,2023-05-29 07:40:31,Name_TVSFD,SeatFHY,First,845.59,Extra Baggage,0,Pending,GateRB,C,ClaimVCR,1926.6,0,LOCERP,TypeCZN,Pilot_BZRG,Crew_SGVV,False,Vegetarian,Available,False,True,False,0,False,KLM Royal Dutch Airlines
5261,BDLN,2023-05-15 14:00:00,2023-08-27 19:21:15,Name_PNBJK,SeatXJE,Business,288.88,Extra Baggage,0,Cancelled,GateIP,D,ClaimOMV,2501.4,0,LOCCER,TypeKAE,Pilot_HJGJ,Crew_UGUS,False,Non-Vegetarian,Not Available,True,False,False,0,False,Singapore Airlines
3024,BZKU,2023-04-20 08:01:42,2023-11-14 10:04:55,Name_UJPLH,SeatHYJ,Business,966.9,Extra Baggage,0,Pending,GateDM,C,ClaimMFO,4994.1,0,LOCNTF,TypeCOY,Pilot_HLCC,Crew_IESH,False,Vegan,Not Available,False,True,False,0,False,Air France
6494,BDYI,2023-01-20 00:28:45,2023-04-13 13:30:38,Name_BKVXF,SeatCWY,Business,902.25,Extra Baggage,1587,Cancelled,GateEU,D,ClaimZDM,2005.0,1,LOCQRD,TypeCVX,Pilot_GIDU,Crew_ZKOF,False,Vegan,Not Available,True,False,True,1,True,Lufthansa
9832,BCCC,2023-03-01 21:51:38,2023-08-13 14:24:13,Name_ECXLZ,SeatRVG,Economy,714.35,No Extras,0,Confirmed,GateSH,A,ClaimIXH,3952.5,1,LOCTYY,TypeXDR,Pilot_DSSQ,Crew_VJFQ,False,Non-Vegetarian,Not Available,True,False,True,1,False,Allegiant Air
6453,BGAM,2023-03-24 22:22:53,2023-07-10 01:36:59,Name_LBJIH,SeatIGV,First,923.35,No Extras,0,Pending,GateRM,D,ClaimJCT,2571.2,1,LOCSFP,TypeMUY,Pilot_BDNE,Crew_PRHP,True,Non-Vegetarian,Not Available,True,False,True,1,False,Air Canada
2827,BDYL,2023-05-06 23:11:00,2023-07-08 22:26:06,Name_VOIFX,SeatVHY,Business,640.34,No Extras,319,Cancelled,GateUT,D,ClaimYOE,1511.3,1,LOCJIV,TypeZZX,Pilot_ADLO,Crew_NODU,False,Non-Vegetarian,Not Available,False,True,False,1,True,American Airline
5702,BHSX,2023-06-29 11:07:52,2023-10-14 11:07:19,Name_LLUNW,SeatPKY,Business,63.67,Meal,0,Cancelled,GateVX,B,ClaimEKI,2568.0,1,LOCTWT,TypeMUF,Pilot_ELPD,Crew_UTLI,False,Vegetarian,Not Available,True,False,True,1,True,Qantas
1539,BFJM,2023-02-18 17:22:44,2023-10-13 16:56:53,Name_RQHEI,SeatVON,Business,288.81,No Extras,2425,Confirmed,GateXF,C,ClaimWQP,5687.6,2,LOCMVC,TypeSCI,Pilot_VGGQ,Crew_USIN,False,Vegan,Available,False,True,True,2,True,Hawaiian Airlines
8202,BCIJ,2023-05-18 16:57:35,2023-08-17 07:50:20,Name_GTESU,SeatQOD,Business,134.92,Meal,0,Pending,GateQG,C,ClaimVPR,2174.9,0,LOCHSL,TypeDMR,Pilot_KTRE,Crew_HAWL,False,Vegan,Not Available,False,True,False,0,True,Singapore Airlines
5438,BMPW,2023-05-03 15:54:06,2023-11-06 21:08:00,Name_JDCXD,SeatMXD,Business,112.4,No Extras,0,Pending,GateHE,A,ClaimJZT,4493.2,1,LOCSET,TypeVNH,Pilot_CJQT,Crew_CXFV,True,Vegetarian,Not Available,True,False,True,1,False,Emirates
4501,BHZK,2023-05-22 13:01:35,2023-08-10 02:16:13,Name_ZTNHU,SeatUZS,Business,497.1,Meal,0,Cancelled,GateWL,C,ClaimUYU,1909.2,0,LOCAEO,TypeFVW,Pilot_LNGW,Crew_KWTO,False,Vegetarian,Available,False,True,True,0,False,Spirit Airlines
4537,BBSW,2023-06-23 10:47:36,2023-08-31 02:41:33,Name_EEKFE,SeatRSK,Business,978.16,No Extras,730,Confirmed,GateLP,B,ClaimVDH,1647.9,1,LOCVZR,TypeELC,Pilot_AKLD,Crew_NWRQ,False,Vegetarian,Not Available,False,True,False,1,True,Hawaiian Airlines
7716,BBFP,2023-02-07 20:18:40,2023-12-09 12:38:26,Name_ANQVB,SeatFJH,Economy,424.18,Meal,0,Cancelled,GateNU,B,ClaimVOK,7312.3,0,LOCJDI,TypeHRA,Pilot_MNHH,Crew_XIDV,False,Non-Vegetarian,Available,False,True,True,0,False,Air Canada
7818,BPGK,2023-02-15 03:42:58,2023-06-24 01:29:48,Name_CFRVL,SeatTDT,Economy,969.07,Extra Baggage,0,Pending,GateIK,A,ClaimFRW,3093.8,1,LOCNIV,TypeFMT,Pilot_CVOH,Crew_GZLK,False,Non-Vegetarian,Available,False,True,False,1,False,Spirit Airlines
7200,BPFE,2023-03-15 14:46:57,2023-09-22 06:38:43,Name_FBZRW,SeatDKH,First,896.39,Extra Baggage,0,Confirmed,GateWR,C,ClaimLDS,4575.9,1,LOCKSO,TypeVHN,Pilot_PHGX,Crew_DXCK,True,No Meal,Not Available,False,True,False,1,True,Lufthansa
5286,BICU,2023-05-24 15:37:08,2023-09-18 04:04:15,Name_MPMYQ,SeatSAU,First,217.06,Extra Baggage,0,Pending,GateSH,B,ClaimCLK,2796.5,2,LOCNGA,TypeOEP,Pilot_ZYJD,Crew_EAWN,True,Non-Vegetarian,Available,True,False,True,2,False,Air France
5739,BUHH,2023-04-25 01:54:36,2023-08-29 17:48:41,Name_XDFNS,SeatQVU,Business,889.33,Extra Baggage,0,Confirmed,GateOU,D,ClaimAEV,3039.9,0,LOCNZX,TypeZPX,Pilot_OEGQ,Crew_ZUAS,False,Vegan,Available,True,False,True,0,True,Air France
3089,BQFL,2023-06-25 23:54:38,2023-11-12 21:24:13,Name_MZKOP,SeatFUS,Business,294.62,No Extras,0,Pending,GateXH,A,ClaimYTK,3357.5,1,LOCWLC,TypeMGJ,Pilot_UVOW,Crew_RGQY,False,No Meal,Available,True,False,False,1,True,Alaska Airlines
6605,BFOK,2023-12-07 00:22:03,2023-12-29 05:02:52,Name_AQPEP,SeatPZK,First,99.88,No Extras,0,Confirmed,GateVO,B,ClaimSBN,532.7,2,LOCMHR,TypeZHT,Pilot_CJRZ,Crew_HTHM,False,Vegetarian,Available,True,False,True,2,False,Lufthansa
8340,BJBU,2023-10-10 13:36:29,2023-10-23 08:47:44,Name_NDKXC,SeatZYP,First,164.06,No Extras,0,Confirmed,GateAU,A,ClaimHEU,307.2,2,LOCIFB,TypeDCW,Pilot_PXEX,Crew_WLJL,False,Vegan,Available,True,False,False,2,True,Delta Air Lines
7822,BFSQ,2023-10-23 20:49:46,2023-12-10 18:40:35,Name_SBYUM,SeatLAL,First,540.62,Extra Baggage,0,Pending,GateMZ,B,ClaimIPO,1149.8,1,LOCBLA,TypeRDL,Pilot_CMOJ,Crew_CJNM,False,No Meal,Available,False,True,False,1,True,Frontier Airlines
4321,BIBD,2023-03-12 15:30:30,2023-05-09 18:46:10,Name_MIGXL,SeatWCR,Business,642.57,No Extras,0,Confirmed,GateBS,B,ClaimFJJ,1395.3,2,LOCSAS,TypeVYR,Pilot_QTAV,Crew_IXSR,False,Vegetarian,Not Available,False,True,False,2,False,British Airways
3549,BYIH,2023-02-23 21:21:18,2023-07-21 06:22:54,Name_WUPRX,SeatLKF,Economy,73.75,No Extras,0,Cancelled,GateVU,B,ClaimMDE,3537.0,2,LOCTLV,TypeIRI,Pilot_QQQX,Crew_CFTC,False,Non-Vegetarian,Not Available,True,False,False,2,False,Alaska Airlines
2216,BDAK,2023-05-04 01:35:49,2023-11-17 19:51:42,Name_PEXUL,SeatSHL,First,718.37,Extra Baggage,0,Pending,GateHT,A,ClaimKOK,4746.3,1,LOCVFG,TypeMZK,Pilot_HJBS,Crew_LLCU,False,Non-Vegetarian,Not Available,False,True,True,1,False,JetBlue Airways
5885,BKGR,2023-11-28 08:31:57,2023-12-09 16:15:52,Name_AJIUR,SeatWHD,Economy,120.13,No Extras,0,Cancelled,GateDO,C,ClaimGIB,271.7,2,LOCOTG,TypeJER,Pilot_GNYZ,Crew_OGXI,False,Non-Vegetarian,Not Available,True,False,True,2,True,JetBlue Airways
7893,BHOZ,2023-06-04 02:58:54,2023-12-18 13:42:31,Name_DATME,SeatFFX,Economy,667.68,No Extras,0,Cancelled,GateHO,A,ClaimOJY,4738.7,1,LOCZLC,TypeTEN,Pilot_ZGJX,Crew_GDCQ,True,Vegetarian,Available,False,True,False,1,False,American Airline
9933,BJNB,2023-05-28 00:26:34,2023-09-08 18:40:41,Name_RFTEL,SeatYVZ,First,106.75,Extra Baggage,0,Confirmed,GatePC,A,ClaimTXX,2490.2,0,LOCIJP,TypeADI,Pilot_XCNL,Crew_XGKX,False,Vegan,Not Available,False,True,False,0,False,Hawaiian Airlines
7308,BJSO,2023-06-04 23:42:41,2023-08-16 07:55:17,Name_LZZME,SeatUZI,First,334.29,Meal,1322,Pending,GateYC,C,ClaimPPG,1736.2,1,LOCAIZ,TypeLYG,Pilot_NTKD,Crew_KAUW,True,Vegetarian,Not Available,False,True,True,1,True,Alaska Airlines
6082,BVTB,2023-11-30 19:14:54,2023-12-08 04:13:58,Name_TQUDV,SeatDZL,First,889.79,No Extras,0,Pending,GateNM,D,ClaimQIN,177.0,0,LOCNWQ,TypeWNZ,Pilot_SXDO,Crew_JKKY,False,Vegan,Not Available,False,True,True,0,False,Spirit Airlines
8225,BQCD,2023-07-19 23:32:43,2023-07-27 14:09:50,Name_GDNOS,SeatOAI,Business,962.12,Meal,0,Pending,GateQX,D,ClaimHCO,182.6,0,LOCDNW,TypeBEG,Pilot_BWZV,Crew_SJJD,False,Vegetarian,Not Available,True,False,True,0,False,Hawaiian Airlines
